_id,latitude,length,id,title,advertiser,description,reformed,phone,type,price,priceSquareMeter,address,province,city,squareMeters,rooms,bathrooms,parking,secondHand,wardrobes,buildIn,furnished,heatingIndividual,energeticCertification,plant,exterior,inside,elevator,date,street,neighborhood,district,terrace,storageRooom,kitchen,airConditioner,pool,garden,usefulSquareMeters,SuitablePeopleReducedMobility,plants,pets,balcony,__v
6021c396d3562c2d44a13e37,40.3756415,-3.6100319,38756710,"Alquiler de Piso en calle de Villamayor de Santiago, 11",Particular    Javier montero,"""Calefacción caldera de gas.""",FALSE,,piso,1200,14.12,"Calle de Villamayor de Santiago, 11, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,85,2,2,,TRUE,TRUE,,TRUE,gas natural,no indicado,5,TRUE,FALSE,TRUE,2019-09-29T05:00:00.000Z,"Calle de Villamayor de Santiago, 11", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,,TRUE,TRUE,65,,,,,0
